Empresa,Nombre,Cargo,% Derechos Voto,Fecha Nombramiento
"IBERDROLA, S.A.","SANCHEZ GALAN, JOSE IGNACIO",PRESIDENTE-CONSEJERO DELEGADO,0.092,26/04/2006
"IBERDROLA, S.A.","URRUTIA VALLEJO, VICTOR",VICEPRESIDENTE,0.230,24/05/2006
"TUBOS REUNIDOS, S.A.","ABASOLO ALBONIGA, PEDRO",PRESIDENTE,0.000,20/09/1999
"TUBOS REUNIDOS, S.A.","DELCLAUX DE LA SOTA, ALBERTO JOSE",CONSEJERO,0.005,28/05/2002
"TUBOS REUNIDOS, S.A.","ESTEVE ROMERO, FRANCISCO JOSE",CONSEJERO,0.000,31/01/2008
"TUBOS REUNIDOS, S.A.","GOMEZ DE OLEA MENDARO, JOAQUIN",CONSEJERO,0.002,21/06/2005
"TUBOS REUNIDOS, S.A.","IRIBECAMPOS ZUBIA, JUAN JOSE",CONSEJERO,0.000,27/06/2008
"TUBOS REUNIDOS, S.A.","MAÑAS ANTON, LUIS ALBERTO",CONSEJERO,0.034,24/02/2010
"TUBOS REUNIDOS, S.A.","NOGUERA DE ERQUIAGA, LUIS FERNANDO",CONSEJERO,0.530,03/06/2009
"TUBOS REUNIDOS, S.A.","PORTOCARRERO ZORRILLA LEQUERICA, ENRIQUE",CONSEJERO,0.462,28/05/2002
"TUBOS REUNIDOS, S.A.","VELASCO BARROETABEÑA, ROBERTO",CONSEJERO,0.000,03/06/2009
"TUBOS REUNIDOS, S.A.","YBARRA AZNAR, EMILIO",VICEPRESIDENTE 1º,0.000,24/07/2008
"TUBOS REUNIDOS, S.A.","ZORRILLA DE LEQUERICA PUIG, LETICIA",CONSEJERO,1.103,01/12/2003
"DEOLEO, S.A.","ATENCIA ROBLEDO, MANUEL",VICEPRESIDENTE,0.001,20/01/2011
"DEOLEO, S.A.","BANCO MARE NOSTRUM, S.A.",CONSEJERO,5.474,18/10/2012
"DEOLEO, S.A.","BARREIRO SEOANE, JOSE",CONSEJERO,0.000,06/06/2012
"DEOLEO, S.A.","CARBO FERNANDEZ, JAIME",CONSEJERO DELEGADO,0.121,20/01/2011
"DEOLEO, S.A.","CORPORACION EMPRESARIAL CAJASOL, S.A.U.",CONSEJERO,5.294,18/12/2006
"DEOLEO, S.A.","DE LEON MOLINARI, JOSE MARIA",CONSEJERO,0.000,24/02/2011
"DEOLEO, S.A.","FANJUL MARTIN, OSCAR",PRESIDENTE,0.000,26/03/2012
"DEOLEO, S.A.","GONZALEZ RUIZ, LUIS",VICEPRESIDENTE,0.001,28/07/2011
"DEOLEO, S.A.","HERNANDEZ CALLEJAS, ANTONIO",CONSEJERO,0.001,20/01/2011
"DEOLEO, S.A.","INMOGESTION Y PATRIMONIOS, S.A.",CONSEJERO,0.000,30/07/2012
"DEOLEO, S.A.","KLEIN , DANIEL",CONSEJERO,3.330,09/06/2011
"DEOLEO, S.A.","LOPEZ LOPEZ, ANTONIO",CONSEJERO,0.000,20/01/2011
"DEOLEO, S.A.","MEDIACION Y DIAGNOSTICOS, S.A.",CONSEJERO,0.000,30/07/2012
"DEOLEO, S.A.","MONTE DE PIEDAD Y CAJA DE AHORROS DE RONDA, CADIZ, ALMERIA, MALAGA, ANTEQUERA Y JAEN (UNICAJA)",CONSEJERO,11.349,01/06/2010
"DEOLEO, S.A.","PARTICIPACIONES Y CARTERA DE INVERSIONES, S.L.",CONSEJERO,0.000,30/07/2012
"ELECNOR, S.A.","AZAOLA ARTECHE, FERNANDO",PRESIDENTE-CONSEJERO DELEGADO,0.232,05/10/2005
"ELECNOR, S.A.","CERVERA EARLE, GONZALO BORJA",CONSEJERO,0.048,15/11/2006
"ELECNOR, S.A.","DE ORAA MOYUA, GABRIEL",CONSEJERO,0.000,25/06/1990
"ELECNOR, S.A.","GOMEZ DE OLEA MENDARO, JOAQUIN",SECRETARIO CONSEJERO,0.001,23/01/2013
"ELECNOR, S.A.","GONZALEZ AGUILAR ENRILE, CRISTOBAL",CONSEJERO,0.347,30/11/1989
"ELECNOR, S.A.","LANDECHO SARABIA, JUAN",CONSEJERO,0.573,05/10/2005
"ELECNOR, S.A.","LEON DOMECQ, FERNANDO MARIA",CONSEJERO,0.011,30/11/1989
"ELECNOR, S.A.","MARTIN DE BUSTAMANTE VEGA, RAFAEL",CONSEJERO DELEGADO,n/d,26/05/2011
"ELECNOR, S.A.","MORENES GILES, MIGUEL",CONSEJERO,1.011,30/11/1989
"ELECNOR, S.A.","PRADO ARANGUREN, RAFAEL",CONSEJERO,0.148,26/12/1990
"ELECNOR, S.A.","PRADO GARCIA, JOSE MARIA",VICEPRESIDENTE,0.000,30/11/1989
"ELECNOR, S.A.","REAL DE ASUA ARTECHE, JAIME",VICEPRESIDENTE,0.024,15/10/2009
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","ALFARO DRAKE, TOMAS",CONSEJERO,0.000,10/03/2006
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","ALVAREZ MEZQUIRIZ, JUAN CARLOS",CONSEJERO,0.003,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","BUSTAMANTE DE LA MORA, RAMON",CONSEJERO,0.000,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","CANO FERNANDEZ, ANGEL",CONSEJERO DELEGADO,0.010,29/09/2009
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","FERNANDEZ RIVERO, JOSE ANTONIO",CONSEJERO,0.001,30/03/2004
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","FERRERO JORDI, IGNACIO",CONSEJERO,0.001,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","GARIJO LOPEZ, BELEN",CONSEJERO,0.000,16/03/2012
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","GONZALEZ RODRIGUEZ, FRANCISCO",PRESIDENTE,0.052,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","LORING MARTINEZ DE IRUJO, CARLOS",CONSEJERO,0.001,30/03/2004
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","MALDONADO RAMOS, JOSE",CONSEJERO,0.002,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","MEDINA FERNANDEZ, ENRIQUE",CONSEJERO,0.001,28/01/2000
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","PALAO GARCIA-SUELTO, JOSE LUIS",CONSEJERO,0.000,01/02/2011
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","PI LLORENS, JUAN",CONSEJERO,0.001,27/07/2011
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","RODRIGUEZ VIDARTE, SUSANA",CONSEJERO,0.000,07/05/2002
"INVERFIATC, S.A.","BUXO BOSCH, RAFAEL",VICEPRESIDENTE,0.049,20/12/2012
"INVERFIATC, S.A.","CASTELLS TRIUS, JOAN",CONSEJERO DELEGADO,0.268,21/03/2002
"INVERFIATC, S.A.","CRUZATE BERNALDO DE QUIROS, ENRIQUE",CONSEJERO,0.067,09/12/2010
"INVERFIATC, S.A.",FIATC MUTUA DE SEGUROS Y DE REASEGUROS A PRIMA FIJA,SECRETARIO CONSEJERO,78.767,20/12/2012
"INVERFIATC, S.A.","GABARRO FERRER, JOAQUIN MARIA",CONSEJERO DELEGADO,0.037,21/03/2002
"INVERFIATC, S.A.","LINHARD MILCH, JOSE",CONSEJERO,0.033,22/11/2007
"INVERFIATC, S.A.","PASCUAL LAPEÑA, NURIA",CONSEJERO,0.080,22/11/2007
"INVERFIATC, S.A.","SOLER CASCALES, SALVADOR",CONSEJERO,0.565,16/06/1999
"INVERFIATC, S.A.","VIDAL REGARD, EDUARDO F.",CONSEJERO,0.020,17/10/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","AGUIRRE UNCETA, JUAN LUIS",CONSEJERO,0.401,17/06/2010
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","BARRENECHEA DELGADO, JOSE AITOR",CONSEJERO,0.238,17/06/2010
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","BAÑARES PARERA, JAVIER",CONSEJERO,0.000,17/06/2010
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CABEZA GIL-CASARES, ANTONIO",CONSEJERO,0.000,17/06/2010
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CAREAGA AZCARRAGA, AITOR-JON",CONSEJERO,0.178,17/06/2010
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","CONSTANS ROS, FRANCISCO",CONSEJERO,0.000,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","MORERA GUAJARDO, ENRIQUE",PRESIDENTE,19.920,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","NEIL, S.A.",CONSEJERO,4.507,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","PEREIRA PEREZ, CAMILO",CONSEJERO,8.114,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","ROIG FARRAN, TRINIDAD",CONSEJERO,0.011,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","SEGARRA TORRE, JOSE ANTONIO",VICEPRESIDENTE,19.942,02/08/2007
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","VIDAL VIA, JOSE MARIA",CONSEJERO DELEGADO,3.051,13/10/2009
"DESARROLLOS ESPECIALES DE SISTEMAS DE ANCLAJES, S.A.","ZUBIRI OTEIZA, DANIEL",CONSEJERO,0.000,17/06/2010
"GRIFOLS, S.A.","DAGA GELABERT, TOMAS",CONSEJERO,0.024,17/05/2006
"GRIFOLS, S.A.","GLANZMANN , THOMAS",CONSEJERO,0.040,17/05/2006
"GRIFOLS, S.A.","GRIFOLS ROURA, VICTOR",PRESIDENTE-CONSEJERO DELEGADO,0.207,17/05/2006
"GRIFOLS, S.A.","INGERSOL , WILLIAM BRET",CONSEJERO,0.000,01/06/2011
"GRIFOLS, S.A.","ISASI FERNANDEZ  DE BOBADILLA, LUIS",CONSEJERO,0.000,24/05/2011
"GRIFOLS, S.A.","JANNOTTA , EDGAR DALZELL",CONSEJERO,0.119,19/12/2006
"GRIFOLS, S.A.","MAYER , STEVEN FRANCIS",CONSEJERO,0.000,01/06/2011
"GRIFOLS, S.A.","RIERA ROCA, RAMON",CONSEJERO,0.079,17/05/2006
"GRIFOLS, S.A.","THORTHOL HOLDINGS, B.V.",CONSEJERO,7.060,17/05/2006
"GRIFOLS, S.A.","TWOSE ROURA, JUAN IGNACIO",CONSEJERO,0.056,17/05/2006
"GRIFOLS, S.A.","VEIGA LLUCH, ANNA",CONSEJERO,0.000,09/12/2008
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","ARMONIA EN ACCION, S.L.",SECRETARIO CONSEJERO,0.000,29/11/2011
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","BORGES MEDITERRANEAN GROUP, S.L.",VICEPRESIDENTE-CONSEJERO DELEGADO,77.843,29/11/2011
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","PONT VILADOMIU, S.L.",PRESIDENTE,0.000,29/11/2006
"AGROFRUSE-MEDITERRANEAN AGRICULTURAL GROUP, S.A.","SEGARRA FERRE, ANGEL",CONSEJERO,0.002,06/02/2013
"INMOFIBAN, S.A.","HERRERO CASTILLO, ANTONIO",CONSEJERO DELEGADO,18.825,10/09/2007
"INMOFIBAN, S.A.","ICETA BERECIBAR, JOSE MARIA",CONSEJERO,1.299,27/01/2011
"INMOFIBAN, S.A.","MARTINEZ HERRERO, SERGIO",PRESIDENTE-CONSEJERO DELEGADO,47.000,10/09/2007
"INMOFIBAN, S.A.","MOREDA BLANCO, ANGEL",CONSEJERO,0.159,17/12/2009
"ALMIRALL, S.A.","ARENA DE LA MORA, JUAN",CONSEJERO,0.000,20/06/2007
"ALMIRALL, S.A.","BRAVO ANDREU, DANIEL",VICEPRESIDENTE 2º,0.253,04/05/2012
"ALMIRALL, S.A.","CONDE CONDE, LUCIANO",CONSEJERO,0.000,20/06/2007
"ALMIRALL, S.A.","DORREPAAL , KARIN LOUISE",CONSEJERO,n/d,01/01/2013
"ALMIRALL, S.A.","GALLARDO BALLART, ANTONIO",VICEPRESIDENTE 1º,0.000,04/05/2012
"ALMIRALL, S.A.","GALLARDO BALLART, JORGE",PRESIDENTE,0.000,04/05/2012
"ALMIRALL, S.A.","LINDMARK , BERTIL",CONSEJERO,n/d,04/05/2012
"ALMIRALL, S.A.","MAYR , GERHARD",CONSEJERO,n/d,19/10/2012
"ALMIRALL, S.A.","MCKILLOP , TOM",CONSEJERO,0.000,20/06/2007
"ALMIRALL, S.A.","SANCHIZ YRAZU, EDUARDO",CONSEJERO DELEGADO,0.002,20/06/2007
"AMCI HABITAT, S.A.","FRANCO CORRONS, PEDRO",ADMINISTRADOR CONCURSAL,n/d,22/12/2011
"FERGO AISA, S.A.","FAJAS TURA, RAMON",SECRETARIO CONSEJERO,0.000,27/10/2010
"FERGO AISA, S.A.","FERNANDEZ GOMEZ, CARLOS",PRESIDENTE-CONSEJERO DELEGADO,4.736,29/07/2009
"FERGO AISA, S.A.","GRAU PUJADAS, GREGORIO",VICEPRESIDENTE,0.000,29/06/2010
"FERGO AISA, S.A.","HORTALA VALLVE, JUAN",VICESECRETARIO CONSEJERO,0.001,29/04/2011
"FERGO AISA, S.A.","PARPAL MARFA, JORDI",CONSEJERO,0.000,03/04/2006
"FERGO AISA, S.A.","PATAU IGLESIAS, RAIMOND",CONSEJERO,0.094,30/07/2009
"PLARREGA INVEST 2000, S.A.","ALCOLEA CAPITAL GESTION, S.L.",VICEPRESIDENTE,n/d,29/06/2009
"PLARREGA INVEST 2000, S.A.","LUNA GARCIA, ALFONSO",PRESIDENTE,n/d,29/06/2010
"FERSA ENERGIAS RENOVABLES, S.A.","COMSA EMTE ENERGIAS RENOVALES, S.L.U.",CONSEJERO,7.682,09/05/2011
"FERSA ENERGIAS RENOVABLES, S.A.","CORPORACION EMPRESARIAL CAJA MURCIA, S.L.U.",CONSEJERO,3.402,14/12/2010
"FERSA ENERGIAS RENOVABLES, S.A.","EOLICA NAVARRA, S.L.U.",CONSEJERO,22.077,19/12/2011
"FERSA ENERGIAS RENOVABLES, S.A.","GARCIA-NIETO PORTABELLA, IGNACIO",CONSEJERO,0.000,20/02/2008
"FERSA ENERGIAS RENOVABLES, S.A.","GRUPO CATALANA OCCIDENTE, S.A.",CONSEJERO,7.509,20/02/2008
"FERSA ENERGIAS RENOVABLES, S.A.","GRUPO EMPRESARIAL ENHOL, S.L.",CONSEJERO,22.437,11/04/2012
"FERSA ENERGIAS RENOVABLES, S.A.","HOMS I FERRET, FRANCESC",PRESIDENTE,0.000,16/03/2012
"FERSA ENERGIAS RENOVABLES, S.A.",LARFON S.A.,CONSEJERO,2.697,20/02/2008
"FERSA ENERGIAS RENOVABLES, S.A.",MYTAROS B.V.,CONSEJERO,0.000,20/02/2008
"FERSA ENERGIAS RENOVABLES, S.A.","SARROCA PUNSOLA, ESTEBAN",CONSEJERO,0.002,20/02/2008
"RENTA CORPORACION REAL ESTATE, S.A.","CARRASCO BRUGADA, JAVIER",SECRETARIO CONSEJERO,0.000,16/12/2011
"RENTA CORPORACION REAL ESTATE, S.A.","GALLOSTRA ISEM, JUAN",CONSEJERO,0.000,09/02/2006
"RENTA CORPORACION REAL ESTATE, S.A.","HERNANDEZ DE CABANYES, ELENA",CONSEJERO,2.255,19/12/2000
"RENTA CORPORACION REAL ESTATE, S.A.","HERNANDEZ DE CABANYES, LUIS",PRESIDENTE-CONSEJERO DELEGADO,37.943,19/12/2000
"RENTA CORPORACION REAL ESTATE, S.A.","HERRERO FERNANDEZ, BLAS",CONSEJERO,9.841,11/06/2008
"RENTA CORPORACION REAL ESTATE, S.A.","LOPEZ DEL HIERRO BRAVO, IGNACIO",CONSEJERO,0.002,27/10/2010
"RENTA CORPORACION REAL ESTATE, S.A.","TUSQUETS TRIAS DE BES, CARLOS",CONSEJERO,0.400,27/12/2004
"RENTA CORPORACION REAL ESTATE, S.A.","VILA BALTA, DAVID",VICEPRESIDENTE-CONSEJERO DELEGADO,0.577,16/12/2011
"VUELING AIRLINES, S.A.","COLOMER CASELLAS, CARLOS",CONSEJERO,0.000,21/10/2011
"VUELING AIRLINES, S.A.","CRUZ DE LLANO, ALEJANDRO",CONSEJERO DELEGADO,0.017,26/03/2010
"VUELING AIRLINES, S.A.","DE CASTRO FERNANDEZ, JAIME MANUEL",CONSEJERO,0.000,26/03/2010
"VUELING AIRLINES, S.A.","DONAIRE RODRIGUEZ, ENRIQUE",CONSEJERO,0.045,15/07/2009
"VUELING AIRLINES, S.A.","FARIZA BATANERO, JOSE MARIA",CONSEJERO,0.000,15/07/2009
"VUELING AIRLINES, S.A.","FERNANDEZ VILLAMANDOS, MIGUEL ANGEL",CONSEJERO,0.000,15/07/2009
"VUELING AIRLINES, S.A.","LOPEZ COLMENAREJO, MANUEL",CONSEJERO,0.000,15/07/2009
"VUELING AIRLINES, S.A.","MARIN LAPLANA, ISABEL",CONSEJERO,0.000,26/03/2010
"VUELING AIRLINES, S.A.","MEJIA GOMEZ, PEDRO JESUS",CONSEJERO,0.000,15/07/2009
"VUELING AIRLINES, S.A.","PIQUE CAMPS, JOSE",PRESIDENTE,0.133,12/11/2007
"VUELING AIRLINES, S.A.","PONT SANCHEZ, JORGE",CONSEJERO,0.000,15/07/2009
"VUELING AIRLINES, S.A.","VILLALBA VILA, DANIEL",CONSEJERO,0.000,15/07/2009
"EDP RENOVAVEIS, S.A.","ALONSO IMAZ, GABRIEL",CONSEJERO,0.003,21/06/2011
"EDP RENOVAVEIS, S.A.","AUGUST , GILLES",CONSEJERO,0.000,14/04/2009
"EDP RENOVAVEIS, S.A.","AZEVEDO HENRIQUES DOS SANTOS, JORGE MANUEL",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","BELARD DA FONSECA LOPES, JOAO JOSE",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","CALDEIRA DE CASTEL-BRANCO, VALVERDE",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","DE MELLO FRANCO, JOAO MANUEL",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","DO PRANTO NOGUEIRA LEITE, ANTONIO",CONSEJERO,0.000,26/02/2013
"EDP RENOVAVEIS, S.A.","FERREIRA MACHADO, JOSE",CONSEJERO,0.000,26/02/2013
"EDP RENOVAVEIS, S.A.","GUERRA NUNES MEXIA, ANTONIO LUIS",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","LIBERADO MOTA PILOTO., ACACIO JAIME",CONSEJERO,0.000,26/02/2013
"EDP RENOVAVEIS, S.A.","MAIA DE ARAUJO SILVA, JOSE FERNANDO",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","MANSO NETO, JOAO",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","MENENDEZ MENENDEZ, MANUEL",CONSEJERO,0.000,04/06/2008
"EDP RENOVAVEIS, S.A.","NOGUEIRA DE SOUSA COSTEIRA, JOAO PAULO",CONSEJERO,0.000,21/06/2011
"EDP RENOVAVEIS, S.A.","PRESTANA DE ALMEIDA ALVES, NUNO MARIA",CONSEJERO,0.001,04/06/2008
"EDP RENOVAVEIS, S.A.","RODRIGUES LOPES TEIXEIRA, RUI MANUEL",CONSEJERO,0.001,11/04/2011
"EDP RENOVAVEIS, S.A.","VERISSIMO MARQUES DA CRUZ, JOAO MANUEL",CONSEJERO,0.000,08/05/2012
"RED ELECTRICA CORPORACION, S.A.","AMADOR MILLAN, MARIA DE LOS ANGELES",CONSEJERO,0.000,26/05/2005
"RED ELECTRICA CORPORACION, S.A.","BOYER SALVADOR, MIGUEL",CONSEJERO,0.000,20/05/2010
"RED ELECTRICA CORPORACION, S.A.","FERNANDEZ MENDEZ DE ANDES, FERNANDO",CONSEJERO,0.000,19/04/2012
"RED ELECTRICA CORPORACION, S.A.","FOLGADO BLANCO, JOSE",PRESIDENTE,0.001,08/03/2012
"RED ELECTRICA CORPORACION, S.A.","GARCIA BEATO, MARIA JOSE",CONSEJERO,0.000,29/11/2012
"RED ELECTRICA CORPORACION, S.A.","GOMEZ DE BARREDA TOUS DE MONSALVE, CARMEN",CONSEJERO,0.000,19/04/2012
"RED ELECTRICA CORPORACION, S.A.","IRANZO MARTIN, JUAN EMILIO",CONSEJERO,0.000,19/04/2012
"RED ELECTRICA CORPORACION, S.A.","JANES CARTAXO, RUI MANUEL",CONSEJERO,0.000,20/05/2010
"RED ELECTRICA CORPORACION, S.A.","PARRA GARCIA-MOLINER, ALFREDO",CONSEJERO,0.000,19/04/2012
"RED ELECTRICA CORPORACION, S.A.","RUIZ JIMENEZ, FRANCISCO",CONSEJERO,0.000,19/04/2012
"RED ELECTRICA CORPORACION, S.A.","SENDIN DE CACERES, PALOMA",CONSEJERO,0.000,19/04/2012
MELIA HOTELS INTERNATIONAL S.A.,"ARENA DE LA MORA, JUAN",CONSEJERO,0.001,31/03/2009
MELIA HOTELS INTERNATIONAL S.A.,"BANCO CAM, S.A.",CONSEJERO,0.000,13/06/2012
MELIA HOTELS INTERNATIONAL S.A.,"CAMPO GARCIA, FRANCISCO JAVIER",CONSEJERO,n/d,13/06/2012
MELIA HOTELS INTERNATIONAL S.A.,"D ORNELLAS SILVA, FERNANDO",CONSEJERO,n/d,13/06/2012
MELIA HOTELS INTERNATIONAL S.A.,"DIAZ BUSTAMENTE TERMINEL, LUIS MARIA",SECRETARIO CONSEJERO,0.000,30/11/2010
MELIA HOTELS INTERNATIONAL S.A.,"ESCARRER JAUME, GABRIEL",VICEPRESIDENTE,0.000,31/03/2009
MELIA HOTELS INTERNATIONAL S.A.,"ESCARRER JAUME, SEBASTIAN",VICEPRESIDENTE,0.000,31/03/2009
MELIA HOTELS INTERNATIONAL S.A.,"ESCARRER JULIA, GABRIEL",PRESIDENTE,64.639,01/07/1996
MELIA HOTELS INTERNATIONAL S.A.,"HOTELES MALLORQUINES CONSOLIDADOS, S.A.",CONSEJERO,28.072,20/11/2000
MELIA HOTELS INTERNATIONAL S.A.,"MORALEDA MARTINEZ, AMPARO",CONSEJERO,0.002,10/02/2009
MELIA HOTELS INTERNATIONAL S.A.,"PASTOR BODMER, ALFREDO",CONSEJERO,0.003,01/07/1996
MELIA HOTELS INTERNATIONAL S.A.,"VIVES CERDA, JUAN",CONSEJERO,0.000,01/07/1996
"REPSOL, S.A","ABELLO GALLO, JUAN",VICEPRESIDENTE,0.007,26/10/2011
"REPSOL, S.A","BEATO BLANCO, PAULINA",CONSEJERO,0.000,29/12/2005
"REPSOL, S.A","BRUFAU NIUBO, ANTONIO",PRESIDENTE,0.022,27/10/2004
"REPSOL, S.A","CARULLA FONT, ARTUR",CONSEJERO,0.003,16/06/2006
"REPSOL, S.A","CROISSIER BATISTA, LUIS CARLOS",CONSEJERO,0.000,09/05/2007
"REPSOL, S.A","DURANDEZ ADEVA, ANGEL",CONSEJERO,0.000,09/05/2007
"REPSOL, S.A","ECHENIQUE LANDIRIBAR, JAVIER",CONSEJERO,0.001,16/06/2006
"REPSOL, S.A","FAINE CASAS, ISIDRO",VICEPRESIDENTE,0.000,19/12/2007
"REPSOL, S.A","FERNANDEZ PELAEZ, MARIO",CONSEJERO,0.000,15/04/2011
"REPSOL, S.A","GABARRO MIQUEL, ISABEL",CONSEJERO,0.000,14/05/2009
"REPSOL, S.A","LOUREDA MANTIÑAN, JOSE MANUEL",CONSEJERO,0.002,31/01/2007
"REPSOL, S.A","NIN GENOVA, JUAN MARIA",CONSEJERO,0.000,19/12/2007
"REPSOL, S.A","PEMEX INTERNACIONAL ESPAÑA, S.A.",CONSEJERO,0.000,26/01/2004
"REPSOL, S.A","REICHSTUL REICHSTUL, HENRI PHILIPPE",CONSEJERO,0.000,29/12/2005
"REPSOL, S.A","SUAREZ DE LEZO MANTILLA, LUIS",SECRETARIO CONSEJERO,0.002,02/02/2005
"ANTENA 3 DE TELEVISION, S.A.","BELLET DE TAVERNOST, NICOLAS ABEL",CONSEJERO,0.000,29/10/2003
"ANTENA 3 DE TELEVISION, S.A.","CARLOTTI , MAURIZIO",VICEPRESIDENTE,n/d,23/04/2008
"ANTENA 3 DE TELEVISION, S.A.","CASALS ALDAMA, MAURICIO",CONSEJERO,n/d,25/03/2009
"ANTENA 3 DE TELEVISION, S.A.","CATA SALA, AURORA",CONSEJERO,n/d,25/03/2009
"ANTENA 3 DE TELEVISION, S.A.","CREHUERAS MARGENAT, JOSE",CONSEJERO,0.000,16/06/2003
"ANTENA 3 DE TELEVISION, S.A.","DRAGO , MARCO",CONSEJERO,n/d,16/06/2003
"ANTENA 3 DE TELEVISION, S.A.","ENTRECANALES FRANCO, MARIA",CONSEJERO,n/d,25/03/2009
"ANTENA 3 DE TELEVISION, S.A.","GAMP AUDIOVISUAL, S.A.",CONSEJERO,3.639,19/12/2012
"ANTENA 3 DE TELEVISION, S.A.","GONZALEZ MORENO, SILVIO",CONSEJERO DELEGADO,0.000,01/07/2008
"ANTENA 3 DE TELEVISION, S.A.","HEGGEN , ELMAR",CONSEJERO,0.000,21/12/2005
"ANTENA 3 DE TELEVISION, S.A.","IMAGINA MEDIA AUDIOVISUAL, S.A.",VICEPRESIDENTE,6.493,27/02/2013
"ANTENA 3 DE TELEVISION, S.A.","LARA BOSCH, JOSE MANUEL",PRESIDENTE,0.332,16/06/2003
"ANTENA 3 DE TELEVISION, S.A.","RAMON Y CAJAL AGÜERAS, PEDRO",CONSEJERO,0.000,29/08/2003
"MEDIASET ESPAÑA COMUNICACION, S.A.","ADREANI , GIULIANO",CONSEJERO,0.000,26/09/2001
"MEDIASET ESPAÑA COMUNICACION, S.A.","ALVAREZ RENDUELES, JOSE RAMON",CONSEJERO,0.004,28/07/2004
"MEDIASET ESPAÑA COMUNICACION, S.A.","BERLUSCONI , PIER SILVIO",CONSEJERO,0.000,07/05/2003
"MEDIASET ESPAÑA COMUNICACION, S.A.","CEBRIAN ECHARRI, JUAN LUIS",CONSEJERO,n/d,02/02/2011
"MEDIASET ESPAÑA COMUNICACION, S.A.","CONFALONIERI , FEDELE",VICEPRESIDENTE,0.000,02/02/2011
"MEDIASET ESPAÑA COMUNICACION, S.A.","DURANDEZ ADEVA, ANGEL",CONSEJERO,0.001,20/05/2004
"MEDIASET ESPAÑA COMUNICACION, S.A.","ECHEVARRIA BUSQUET, ALEJANDRO",PRESIDENTE,0.012,15/05/1996
"MEDIASET ESPAÑA COMUNICACION, S.A.","GIORDANI , MARCO",CONSEJERO,0.000,07/05/2003
"MEDIASET ESPAÑA COMUNICACION, S.A.","MESSINA , ALFREDO",CONSEJERO,0.000,30/06/1995
"MEDIASET ESPAÑA COMUNICACION, S.A.","MUSOLINO , MASSIMO",CONSEJERO,0.003,09/04/2008
"MEDIASET ESPAÑA COMUNICACION, S.A.","POLANCO MORENO, MANUEL",VICEPRESIDENTE,n/d,02/02/2011
"MEDIASET ESPAÑA COMUNICACION, S.A.","PRADO EULATE, FRANCISCO DE BORJA",CONSEJERO,0.002,28/07/2004
"MEDIASET ESPAÑA COMUNICACION, S.A.","REVOREDO DELVECCHIO, HELENA IRENE",CONSEJERO,0.000,01/04/2009
