id,relation,['Nombre', 'Cargo', '% Derechos Voto']
1,[],'TUBACEX, S.A.', 'AROSTEGUI GOMEZ, GERARDO', 'CONSEJERO', '0.025', '30/11/1989'
925,[],'ZELTIA, S.A.', 'ROSP CORUNNA PARTICIPACIONES EMPRESARIALES, S.L.', 'CONSEJERO', '5.000', '23/05/2002'
926,[369,441],'ZELTIA, S.A.', 'SOLCHAGA CATALA, CARLOS', 'CONSEJERO', '0.000', '29/06/2010'
927,[],'ZELTIA, S.A.', 'URQUIZU ITURRARTE, JOSE ANTONIO', 'CONSEJERO', '0.185', '06/05/1992'
928,[],'ZELTIA, S.A.', 'ZURITA SAENZ DE NAVARRETE, JAIME', 'CONSEJERO', '0.005', '23/05/2007'
929,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'ALVAREZ ALVAREZ, ROBERTO', 'CONSEJERO', '0.035', '20/07/2009'
930,[293,956,1459],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'DE LA DEHESA ROMERO, GUILLERMO', 'CONSEJERO', 'n/d', '28/06/2012'
931,[1294],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'IRANZO MARTIN, JUAN EMILIO', 'CONSEJERO', 'n/d', '11/11/2010'
932,[642,1268,1515],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'PIQUE CAMPS, JOSE', 'CONSEJERO', 'n/d', '28/06/2012'
933,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'REY GONZALEZ, JACINTO', 'PRESIDENTE', '48.292', '16/01/2013'
934,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'REY LAREDO, JACINTO', 'VICEPRESIDENTE', '0.328', '20/07/2009'
935,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'REY LAREDO, JAVIER', 'CONSEJERO', 'n/d', '28/06/2012'
936,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'REY PERALES, ROBERTO', 'CONSEJERO DELEGADO', '0.002', '16/01/2013'
937,[],'GRUPO EMPRESARIAL SAN JOSE, S.A.', 'SEBASTIAN GONZALEZ, ALTINA DE FATIMA', 'CONSEJERO', '0.000', '20/07/2009'
938,[],'PESCANOVA, S.A.', 'BARRERAS RUANO, ANA BELEN', 'CONSEJERO', '0.000', '25/04/2007'
939,[402],'PESCANOVA, S.A.', 'BASAGOITI GARCIA-TU\xc3\x91ON, ANTONIO', 'CONSEJERO', '0.006', '20/06/1996'
940,[],'PESCANOVA, S.A.', 'CARCELLER ARCE, JOSE', 'CONSEJERO', '0.017', '09/09/2011'
941,[],'PESCANOVA, S.A.', 'FERNANDEZ DE SOUSA-FARO, MANUEL', 'PRESIDENTE', '14.426', '30/11/1989'
942,[342,669,1027],'PESCANOVA, S.A.', 'IBERFOMENTO SA SCR BAJA 18.11.05', 'CONSEJERO', '0.000', '28/04/2006'
943,[],'PESCANOVA, S.A.', 'ICS HOLDINGS LTD.', 'CONSEJERO', '0.000', '04/09/2009'
944,[],'PESCANOVA, S.A.', 'INVERLEMA, S.L.', 'CONSEJERO', 'n/d', '13/04/2012'
945,[],'PESCANOVA, S.A.', 'LUXEMPART, S.A.', 'CONSEJERO', '5.837', '09/09/2011'
946,[634],'PESCANOVA, S.A.', 'MENDEZ PASCUAL, YAGO ENRIQUE', 'CONSEJERO', '0.000', '28/04/2006'
947,[],'PESCANOVA, S.A.', 'PAZ-ANDRADE RODRIGUEZ, ALFONSO', 'CONSEJERO', '3.559', '30/11/1989'
948,[],'PESCANOVA, S.A.', 'SOCIEDAD GALLEGA DE IMPORTACION DE CARBONES, S.A.', 'CONSEJERO', '0.137', '28/04/2006'
949,[],'PESCANOVA, S.A.', 'WILLIAMS , ROBERT ALBERT', 'CONSEJERO', '0.001', '26/05/2000'
950,[],'BANCO SANTANDER, S.A.', 'BOTIN-SANZ DE SAUTUOLA Y GARCIA DE LOS RIOS, EMILIO', 'PRESIDENTE', '0.754', '16/08/2001'
951,[],'BANCO SANTANDER, S.A.', 'BOTIN-SANZ SAUTOLA O\xc2\xb4SHEA, ANA PATRICIA', 'CONSEJERO', '0.164', '04/02/1989'
952,[],'BANCO SANTANDER, S.A.', 'BOTIN-SANZ SAUTUOLA O\xc2\xb4SHEA, FRANCISCO JAVIER', 'CONSEJERO', '0.154', '25/07/2004'
953,[],'BANCO SANTANDER, S.A.', 'BURNS , TERENCE', 'CONSEJERO', '0.000', '20/12/2004'
954,[],'BANCO SANTANDER, S.A.', 'CORBO LIOI, VITTORIO', 'CONSEJERO', '0.000', '22/07/2011'
955,[649],'BANCO SANTANDER, S.A.', 'DE ASUA ALVAREZ, FERNANDO', 'VICEPRESIDENTE 1\xc2\xba', '0.002', '25/07/2004'
956,[293,930,1459],'BANCO SANTANDER, S.A.', 'DE LA DEHESA ROMERO, GUILLERMO', 'CONSEJERO', '0.000', '24/06/2002'
957,[570,1066],'BANCO SANTANDER, S.A.', 'ECHENIQUE GORDILLO, RODRIGO', 'CONSEJERO', '0.006', '07/10/1988'
958,[],'BANCO SANTANDER, S.A.', 'GIMENEZ-SALINAS COLOMER, ESTHER', 'CONSEJERO', '0.000', '30/03/2012'
959,[],'BANCO SANTANDER, S.A.', 'JADO BECERRO DE BENGOA, ANGEL', 'CONSEJERO', '0.083', '11/06/2010'
960,[],'BANCO SANTANDER, S.A.', 'MATUTES JUAN, ABEL', 'CONSEJERO', '0.026', '24/06/2002'
961,[],'BANCO SANTANDER, S.A.', 'RODRIGUEZ INCIARTE, JUAN', 'CONSEJERO', '0.014', '24/03/2008'
962,[411],'BANCO SANTANDER, S.A.', 'RODRIGUEZ INCIARTE, MATIAS PEDRO', 'VICEPRESIDENTE 3\xc2\xba', '0.013', '17/04/1999'
963,[964],'BANCO SANTANDER, S.A.', 'SAENZ ABAD, ALFREDO', 'CONSEJERO DELEGADO', '0.027', '13/02/2002'
964,[963],'BANCO SANTANDER, S.A.', 'SAENZ ABAD, ALFREDO', 'VICEPRESIDENTE 2\xc2\xba', '0.027', '13/02/2002'
965,[677],'BANCO SANTANDER, S.A.', 'SOTO SERRANO, MANUEL', 'VICEPRESIDENTE 4\xc2\xba', '0.006', '24/06/2002'
966,[],'BANCO SANTANDER, S.A.', 'TOCINO BISCAROLASAGA, ISABEL', 'CONSEJERO', '0.001', '23/04/2007'
967,[],'INMOBILIARIA DEL SUR, S.A.', 'ARRANZ PUMAR, GREGORIO', 'CONSEJERO', '0.096', '29/07/2004'
968,[],'INMOBILIARIA DEL SUR, S.A.', 'BENAVENT BLANQUET, CAYETANO', 'CONSEJERO', '0.875', '30/11/1989'
969,[],'INMOBILIARIA DEL SUR, S.A.', 'COBIAN OTERO, JOSE LUIS', 'CONSEJERO', '0.618', '22/05/1990'
970,[],'INMOBILIARIA DEL SUR, S.A.', 'FERNANDEZ CARBONELL, JUAN', 'CONSEJERO', '1.150', '30/11/1989'
971,[],'INMOBILIARIA DEL SUR, S.A.', 'FERNANDEZ ROMERO, ANDRES CLAUDIO', 'CONSEJERO', '0.123', '19/06/2004'
972,[],'INMOBILIARIA DEL SUR, S.A.', 'FERNANDEZ ZAMORANO, JOSE', 'CONSEJERO', '0.208', '15/05/1990'
973,[],'INMOBILIARIA DEL SUR, S.A.', 'GALNARES YSERN, ALFONSO', 'CONSEJERO', '1.097', '24/10/1990'
974,[],'INMOBILIARIA DEL SUR, S.A.', 'GONZALEZ PEREZ, JOAQUIN', 'CONSEJERO', '0.173', '20/06/2009'
975,[],'INMOBILIARIA DEL SUR, S.A.', 'GRANELL BALEN, SALVADOR', 'CONSEJERO', '0.701', '26/06/2010'
976,[],'INMOBILIARIA DEL SUR, S.A.', 'HOYOS-LIMON PUMAR, PRUDENCIO', 'CONSEJERO', '0.104', '16/10/1990'
977,[],'INMOBILIARIA DEL SUR, S.A.', 'INCRECISA, S.L.', 'CONSEJERO', '7.847', '25/01/2002'
978,[],'INMOBILIARIA DEL SUR, S.A.', 'INVERFASUR, S.L.', 'CONSEJERO', '3.383', '21/09/2007'
979,[],'INMOBILIARIA DEL SUR, S.A.', 'INVERSIONES AGRICOLAS INDUSTRIALES Y COMERCIALES, S.L.', 'CONSEJERO', '11.060', '26/10/2001'
980,[],'INMOBILIARIA DEL SUR, S.A.', 'MARI\xc3\x91O DOMINGUEZ, LIBERATO', 'SECRETARIO CONSEJERO', '0.267', '27/06/1998'
981,[],'INMOBILIARIA DEL SUR, S.A.', 'MENEZPLA, S.A.', 'VICEPRESIDENTE', '5.091', '15/11/2012'
982,[],'INMOBILIARIA DEL SUR, S.A.', 'PUMAR LOPEZ, JOSE MANUEL', 'CONSEJERO', '0.274', '28/06/2010'
983,[],'INMOBILIARIA DEL SUR, S.A.', 'PUMAR LOPEZ, RICARDO', 'PRESIDENTE', '0.329', '02/12/2005'
984,[],'INMOBILIARIA DEL SUR, S.A.', 'SEGURA RODRIGUEZ, JORGE', 'CONSEJERO', '0.118', '15/11/2012'
985,[],'INMOBILIARIA DEL SUR, S.A.', 'SEQUEIROS PUMAR, AUGUSTO', 'CONSEJERO', '0.024', '27/03/2002'
986,[],'ABENGOA, S.A.', 'ABAURRE LLORENTE, JOSE JOAQUIN', 'CONSEJERO', '0.002', '05/12/1996'
987,[],'ABENGOA, S.A.', 'APLICACIONES DIGITALES, S.L.', 'VICEPRESIDENTE EJECUTIVO', '1.075', '10/12/2007'
988,[],'ABENGOA, S.A.', 'AYA ABAURRE, JOSE LUIS', 'CONSEJERO', '0.064', '05/12/1996'
989,[],'ABENGOA, S.A.', 'BENJUMEA LLORENTE, FELIPE', 'PRESIDENTE-CONSEJERO DELEGADO', '0.945', '05/12/1996'
990,[],'ABENGOA, S.A.', 'BENJUMEA LLORENTE, JAVIER', 'CONSEJERO', '0.004', '05/12/1996'
991,[],'ABENGOA, S.A.', 'BENJUMEA LLORENTE, MARIA TERESA', 'CONSEJERO', '0.015', '15/04/2007'
992,[],'ABENGOA, S.A.', 'BORRELL FONTELLES, JOSE', 'CONSEJERO', '0.003', '27/07/2009'
993,[],'ABENGOA, S.A.', 'GRACIA DIEZ, MERCEDES', 'CONSEJERO', '0.001', '12/12/2005'
994,[],'ABENGOA, S.A.', 'MARTINEZ RICO, RICARDO', 'CONSEJERO', '0.001', '24/10/2011'
995,[],'ABENGOA, S.A.', 'SANCHEZ ORTEGA, MANUEL', 'CONSEJERO DELEGADO', '0.241', '25/10/2010'
996,[],'ABENGOA, S.A.', 'SANTIAGO PONSA, CLAUDI', 'CONSEJERO', '0.000', '23/02/2012'
997,[],'ABENGOA, S.A.', 'SOLIS GUARDIOLA, IGNACIO', 'CONSEJERO', '0.020', '15/04/2007'
998,[],'ABENGOA, S.A.', 'SOLIS MARTINEZ CAMPOS, FERNANDO', 'CONSEJERO', '0.099', '15/04/2007'
999,[],'ABENGOA, S.A.', 'SUNDHEIM LOSADA, CARLOS', 'CONSEJERO', '0.055', '15/04/2007'
1000,[],'ABENGOA, S.A.', 'VELARDE VALIENTE, ALICIA', 'CONSEJERO', '0.000', '25/02/2008'
1001,[],'ECOLUMBER, S.A.', 'ACALIOS INVEST, S.L.', 'CONSEJERO', '8.872', '18/06/2009'
1002,[],'ECOLUMBER, S.A.', 'BRINCA 2004 S.L.', 'CONSEJERO', '13.313', '18/06/2009'
1003,[],'ECOLUMBER, S.A.', 'FINNPLANNERS, S.L.', 'CONSEJERO', '0.000', '18/06/2009'
1004,[220],'ECOLUMBER, S.A.', 'G3T, S.L.', 'CONSEJERO', '14.561', '18/06/2009'
1005,[],'ECOLUMBER, S.A.', 'NADAL RIBERA, FRANCISCO', 'PRESIDENTE', 'n/d', '13/04/2010'
1006,[],'ECOLUMBER, S.A.', 'RELOCATIONS INVERSIONES, S.L.', 'CONSEJERO', '8.321', '18/06/2009'
1007,[1507],'BANCO DE VALENCIA, S.A.', 'FONDO DE REESTRUCTURACION ORDENADA BANCARIA', 'CONSEJERO', '99.890', '21/11/2011'
1008,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'CASTELLANOS ESCRIG, CARLOS', 'CONSEJERO', '4.083', '29/04/1994'
1009,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'LIBERTAS 7, S.A.', 'CONSEJERO', '11.260', '02/08/2007'
1010,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'NOBLEJAS SANCHEZ-MIGALLON, ANTONIO', 'CONSEJERO', '0.001', '24/11/2008'
1011,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'PERELLO FERRERES, FRANCISCO', 'SECRETARIO CONSEJERO', '11.069', '24/06/2002'
1012,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'TURRO HOMEDES, CARLOS', 'PRESIDENTE', '33.098', '30/11/1989'
1013,[],'COMPA\xc3\x91IA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.', 'TURRO RIBALTA, MARCOS', 'CONSEJERO', '0.000', '09/05/2003'
1014,[],'LIBERTAS 7, S.A.', '3 I NO RES, S.L.', 'CONSEJERO', '6.106', '25/01/2007'
1015,[1032],'LIBERTAS 7, S.A.', 'BOREL LEMONNIER, AGNES', 'PRESIDENTE', '2.229', '30/03/2006'
1016,[],'LIBERTAS 7, S.A.', 'EUMENES, S.L.', 'CONSEJERO', '5.925', '19/06/2007'
1017,[],'LIBERTAS 7, S.A.', 'FRAGUAS SOLE, RAFAEL', 'CONSEJERO', '0.000', '26/04/2007'
1018,[],'LIBERTAS 7, S.A.', 'LUCAS ROMANI, ENRIQUE', 'CONSEJERO', '0.008', '19/06/2007'
1019,[812],'LIBERTAS 7, S.A.', 'NOGUERA BOREL, AGNES', 'CONSEJERO DELEGADO', '6.928', '30/09/2004'
1020,[],'NATRA, S.A.', 'BARTEN, S.A.', 'CONSEJERO', '5.318', '30/06/2008'
1021,[],'NATRA, S.A.', 'BEITIA LARRA\xc3\x91AGA, MIKEL', 'CONSEJERO DELEGADO', '0.000', '02/11/2011'
1022,[1494],'NATRA, S.A.', 'BMS PROMOCION Y DESARROLLO, S.L.', 'CONSEJERO', '6.685', '16/06/1998'
1023,[],'NATRA, S.A.', 'CARAFAL INVESTMENT, S.L.', 'CONSEJERO', '12.476', '19/07/2007'
1024,[],'NATRA, S.A.', 'CASTICAPITAL, S.A.', 'CONSEJERO', '5.348', '28/06/2012'
1025,[918],'NATRA, S.A.', 'CK CORPORACION KUTXA-KUTXA KORPORAZIOA, S.L.', 'CONSEJERO', '9.136', '30/06/2008'
1026,[1495],'NATRA, S.A.', 'EGA\xc3\x91A AZURMENDI, JUAN IGNACIO', 'PRESIDENTE', '1.475', '02/11/2011'
1027,[342,669,942],'NATRA, S.A.', 'IBERFOMENTO SA SCR BAJA 18.11.05', 'CONSEJERO', '0.000', '29/06/2005'
1028,[],'NATRA, S.A.', 'MU\xc3\x91OZ BERAZA, ANA', 'CONSEJERO', 'n/d', '30/06/2008'
1029,[],'NATRA, S.A.', 'SANTISTEBAN PADRO, PEDRO', 'CONSEJERO', '0.000', '31/10/2012'
1030,[],'NATRA, S.A.', 'TAMAXAGE XXI, S.L.', 'CONSEJERO', '5.234', '23/10/2009'
1031,[],'FINANZAS E INVERSIONES VALENCIANAS, S.A.', 'BALFAGON HERNANDEZ, ANTONIO', 'CONSEJERO', '0.060', '30/06/1998'
1032,[1015],'FINANZAS E INVERSIONES VALENCIANAS, S.A.', 'BOREL LEMONNIER, AGNES', 'PRESIDENTE', '0.304', '30/11/1989'
1033,[],'FINANZAS E INVERSIONES VALENCIANAS, S.A.', 'CASTELLANO VILLAR, SALVADOR', 'CONSEJERO', '0.030', '03/07/1998'
1034,[],'FINANZAS E INVERSIONES VALENCIANAS, S.A.', 'NOGUERA PUCHOL, JOSE ANTONIO', 'CONSEJERO', '0.000', '03/07/1998'
1035,[],'CORPORACION DERMOESTETICA, S.A.', 'BEA GARCIA, ELENA', 'CONSEJERO', '0.000', '27/07/2012'
1036,[],'CORPORACION DERMOESTETICA, S.A.', 'BONASTRE ARUS, ALVARO', 'CONSEJERO', '0.005', '24/11/2011'
1037,[],'CORPORACION DERMOESTETICA, S.A.', 'SANCHEZ RODADO, ANTONIO', 'CONSEJERO', '0.007', '12/12/2006'
1038,[],'CORPORACION DERMOESTETICA, S.A.', 'SUESCUN VERDUGO, JOSE MARIA', 'PRESIDENTE-CONSEJERO DELEGADO', '59.095', '13/07/2005'
1039,[],'LINGOTES ESPECIALES, S.A.', 'BANCO DE CAJA ESPA\xc3\x91A DE INVERSIONES, SALAMANCA Y SORIA, S.A.', 'CONSEJERO', '10.719', '26/10/2012'
1040,[],'LINGOTES ESPECIALES, S.A.', 'CANO DE LA FUENTE, FELIX', 'CONSEJERO DELEGADO', '0.292', '13/09/2012'
1041,[],'LINGOTES ESPECIALES, S.A.', 'CUADRADO GARCIA, DIDIO', 'CONSEJERO', '1.056', '30/11/1989'
1042,[],'LINGOTES ESPECIALES, S.A.', 'GALINDO MARTIN, FRANCISCO', 'CONSEJERO', '2.016', '30/11/1989'
1043,[],'LINGOTES ESPECIALES, S.A.', 'GARRIDO CAPA, VICENTE', 'PRESIDENTE-CONSEJERO DELEGADO', '0.961', '01/07/2012'
1044,[],'LINGOTES ESPECIALES, S.A.', 'INMUEBLES Y VALORES MARINA HERMANAS, S.L.', 'CONSEJERO', '1.851', '22/06/2007'
1045,[],'LINGOTES ESPECIALES, S.A.', 'INVERSIONES FUENSALDA\xc3\x91A, S.A.', 'CONSEJERO', '7.083', '26/10/2001'
1046,[],'LINGOTES ESPECIALES, S.A.', 'LA PREVISION MALLORQUINA DE SEGUROS, S.A.', 'CONSEJERO', '6.427', '17/11/2006'
1047,[],'LINGOTES ESPECIALES, S.A.', 'MARTIN CONCHA, EDUARDO', 'CONSEJERO', '3.408', '30/11/1989'
1048,[],'LINGOTES ESPECIALES, S.A.', 'MOSQUERA LLAMAS, ANGEL JAVIER', 'CONSEJERO', '4.580', '10/06/2005'
1049,[],'LINGOTES ESPECIALES, S.A.', 'OLIVERI GANDARILLAS, LUIS', 'CONSEJERO', '0.824', '27/06/2008'
1050,[],'EBRO FOODS, S.A.', 'ALIMENTOS Y ACEITES, S.A.', 'CONSEJERO', '10.321', '23/07/2004'
1051,[71,103,487],'EBRO FOODS, S.A.', 'CARCELLER ARCE, DEMETRIO', 'VICEPRESIDENTE', '0.026', '29/05/2012'
1052,[],'EBRO FOODS, S.A.', 'CASTELLO CLEMENTE, FERNANDO', 'CONSEJERO', '1.500', '29/05/2012'
1053,[],'EBRO FOODS, S.A.', 'COMENGE SANCHEZ-REAL, JOSE IGNACIO', 'CONSEJERO', '1.318', '29/05/2012'
1054,[53,81],'EBRO FOODS, S.A.', 'DAURELLA COMADRAN, SOLEDAD', 'CONSEJERO', '0.858', '01/06/2010'
1055,[1148],'EBRO FOODS, S.A.', 'HERNANDEZ CALLEJAS, ANTONIO', 'PRESIDENTE', '0.000', '27/04/2005'
1056,[],'EBRO FOODS, S.A.', 'HISPAFOODS INVEST S.L.', 'CONSEJERO', '6.959', '30/01/2013'
1057,[],'EBRO FOODS, S.A.', 'INSTITUTO HISPANICO DEL ARROZ, S.A.', 'CONSEJERO', '15.880', '01/06/2010'
1058,[627],'EBRO FOODS, S.A.', 'NIETO DE LA CIERVA, JOSE', 'CONSEJERO', '0.007', '29/09/2010'
1059,[76],'EBRO FOODS, S.A.', 'OETKER , RUDOLF-AUGUST', 'CONSEJERO', '0.000', '01/06/2010'
1060,[842],'EBRO FOODS, S.A.', 'RUIZ-GALVEZ PRIEGO, EUGENIO', 'CONSEJERO', '0.000', '25/07/2000'
1061,[],'EBRO FOODS, S.A.', 'SEGURADO GARCIA, JOSE ANTONIO', 'CONSEJERO', '0.001', '29/05/2012'
1062,[],'VOCENTO, S.A.', 'ANTO\xc3\x91ANZAS ALVEAR, MIGUEL', 'CONSEJERO', '0.008', '26/04/2012'
1063,[1155],'VOCENTO, S.A.', 'AZAOLA ARTECHE, FERNANDO', 'CONSEJERO', '0.005', '03/05/2012'
1064,[],'VOCENTO, S.A.', 'BYCOMELS PRENSA, S.L.', 'CONSEJERO', '7.982', '26/04/2012'
1065,[],'VOCENTO, S.A.', 'CASGO, S.A.', 'CONSEJERO', '3.996', '26/04/2012'
1066,[570,957],'VOCENTO, S.A.', 'ECHENIQUE GORDILLO, RODRIGO', 'CONSEJERO', '0.000', '26/04/2012'
1067,[],'VOCENTO, S.A.', 'ENERGAY DE INVERSIONES, S.L.', 'PRESIDENTE', '6.535', '03/05/2012'
1068,[],'VOCENTO, S.A.', 'ENRIQUEZ NISTAL, LUIS', 'CONSEJERO DELEGADO', '0.000', '18/07/2011'
1069,[],'VOCENTO, S.A.', 'LIMA, S.L.', 'CONSEJERO', '9.777', '26/04/2012'
1070,[],'VOCENTO, S.A.', 'MEZOUNA, S.A.', 'CONSEJERO', '11.077', '26/04/2012'
1071,[],'VOCENTO, S.A.', 'ONCHENA, S.L.', 'CONSEJERO', '5.470', '26/04/2012'
1072,[],'VOCENTO, S.A.', 'SOTO AGUIRRE, GONZALO', 'CONSEJERO', '0.000', '26/04/2012'
1073,[],'VOCENTO, S.A.', 'VALJARAFE, S.L.', 'CONSEJERO', '10.090', '26/04/2012'
1074,[],'BODEGAS BILBAINAS, S.A.', 'CALVO AROCENA, FERNANDO', 'SECRETARIO CONSEJERO', 'n/d', '11/11/2004'
1075,[],'BODEGAS BILBAINAS, S.A.', 'MARINE SALUDES, JAIME', 'CONSEJERO', 'n/d', '26/11/2009'
1076,[],'BODEGAS BILBAINAS, S.A.', 'MENDEZONA PE\xc3\x91A, FERNANDO', 'CONSEJERO', 'n/d', '12/11/2003'
1077,[],'BODEGAS BILBAINAS, S.A.', 'PAGES FONT, JAVIER', 'PRESIDENTE', 'n/d', '26/11/2009'
1078,[],'BODEGAS BILBAINAS, S.A.', 'RAVENTOS I CHALBAUD, ANA TERESA', 'VICEPRESIDENTE', 'n/d', '15/11/2005'
1079,[358,485],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'AUSTRAL B.V.', 'VICEPRESIDENTE', '16.184', '01/06/2006'
1080,[550,1345],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'ECHEVARRIA BUSQUET, ALEJANDRO', 'CONSEJERO', '0.017', '28/04/2004'
1081,[],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'GARTEIZ CASTELLANOS, ALVARO', 'CONSEJERO', '0.001', '06/07/2006'
1082,[],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'LOZANO VALLEJO, FRANCISCO JAVIER', 'CONSEJERO', '0.002', '31/05/1997'
1083,[],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'REAL DE ASUA ARTECHE, JUAN', 'CONSEJERO', '2.370', '31/05/1997'
1084,[1128],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'URRUTIA VALLEJO, VICTOR', 'PRESIDENTE', '44.752', '28/04/2004'
1085,[],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'URRUTIA YBARRA, MARIA', 'CONSEJERO', '0.056', '17/07/2008'
1086,[],'COMPA\xc3\x91IA VINICOLA DEL NORTE DE ESPA\xc3\x91A, S.A.', 'URRUTIA YBARRA, VICTOR', 'VICEPRESIDENTE-CONSEJERO DELEGADO', '1.649', '01/06/2006'
1087,[],'FAES FARMA, S.A.', 'ARCE GOMEZ, JOSE RAMON', 'CONSEJERO', '0.017', '27/06/2002'
1088,[],'FAES FARMA, S.A.', 'BASAGOITI PASTOR, CARMEN', 'CONSEJERO', '0.001', '20/07/2011'
1089,[],'FAES FARMA, S.A.', 'DE LAS MORENAS LOPEZ, CARMELO', 'CONSEJERO', '0.007', '27/06/2007'
1090,[],'FAES FARMA, S.A.', 'FERNANDEZ DE VALDERRAMA IRIBARNEGARAY, GONZALO', 'CONSEJERO', '0.328', '18/11/2002'
1091,[],'FAES FARMA, S.A.', 'FERNANDEZ-VALDERRAMA MURILLO, EDUARDO', 'PRESIDENTE', '0.220', '30/11/1989'
1092,[],'FAES FARMA, S.A.', 'MORENO DE ALBORAN Y DE VIERNA, FRANCISCO', 'CONSEJERO', '0.002', '30/06/1999'
1093,[],'FAES FARMA, S.A.', 'UCAR ANGULO, MARIANO', 'SECRETARIO CONSEJERO', '0.212', '06/08/1991'
1094,[],'FAES FARMA, S.A.', 'USAOLA MENDOZA, FRANCISCO JAVIER', 'CONSEJERO', '0.824', '30/11/1989'
1095,[],'FAES FARMA, S.A.', 'ZAVALA ORTIZ DE LA TORRE, I\xc3\x91IGO', 'CONSEJERO', '0.210', '24/06/1994'
1096,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'AZNAR SAINZ, ALEJANDRO', 'CONSEJERO', '6.537', '16/02/1994'
1097,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'BARRENECHEA GUIMON, ALBERTO', 'PRESIDENTE-CONSEJERO DELEGADO', '2.919', '30/07/2010'
1098,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'BARRENECHEA GUIMON, GONZALO', 'CONSEJERO', '2.511', '03/02/2005'
1099,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'GUZMAN URIBE, FRANCISCO JAVIER', 'CONSEJERO', '0.190', '30/11/1989'
1100,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'GUZMAN URIBE, JOSE IGNACIO', 'CONSEJERO', '0.000', '22/05/2007'
1101,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'LIPPERHEIDE AGUIRRE, ISABEL', 'CONSEJERO', '0.194', '29/07/2010'
1102,[],'MINERALES Y PRODUCTOS DERIVADOS, S.A.', 'PROMOCIONES ARIER, S.L.', 'CONSEJERO', '15.680', '16/07/2008'
1103,[],'OBRASCON HUARTE LAIN, S.A.', 'GARCIA MADRID, TOMAS', 'CONSEJERO', '0.000', '25/06/1996'
1104,[],'OBRASCON HUARTE LAIN, S.A.', 'LOPEZ MADRID, JAVIER', 'CONSEJERO', '0.006', '23/06/1992'
1105,[],'OBRASCON HUARTE LAIN, S.A.', 'MARIN ANDRES, FRANCISCO', 'CONSEJERO', '0.002', '18/01/2012'
1106,[853],'OBRASCON HUARTE LAIN, S.A.', 'ORIOL ICAZA, MONICA', 'CONSEJERO', '0.000', '08/05/2012'
1107,[],'OBRASCON HUARTE LAIN, S.A.', 'OSUNA GOMEZ, JUAN LUIS', 'CONSEJERO', '0.002', '08/05/2012'
1108,[],'OBRASCON HUARTE LAIN, S.A.', 'SAAREMA INVERSIONES, S.A.', 'CONSEJERO', '0.000', '30/07/1996'
1109,[],'OBRASCON HUARTE LAIN, S.A.', 'SOLERA GUTIERREZ, LUIS', 'CONSEJERO', '0.102', '29/05/1999'
1110,[857],'OBRASCON HUARTE LAIN, S.A.', 'TEROL ESTEBAN, ALBERTO MIGUEL', 'CONSEJERO', '0.026', '23/03/2010'
1111,[],'OBRASCON HUARTE LAIN, S.A.', 'VILLAR MIR, JUAN MIGUEL', 'PRESIDENTE', '0.000', '03/09/1991'
1112,[],'OBRASCON HUARTE LAIN, S.A.', 'VILLAR-MIR DE FUENTES, ALVARO', 'CONSEJERO', '0.000', '23/03/2010'
1113,[],'OBRASCON HUARTE LAIN, S.A.', 'VILLAR-MIR DE FUENTES, JUAN', 'VICEPRESIDENTE', '0.000', '12/01/2010'
